category,subcategory,skill_name,level,base_score,description,evidence_examples,developer_type
웹 프레임워크,Django ORM,Transaction 관리,Advanced,72,트랜잭션,transaction.atomic(),"Backend,Fullstack"
웹 프레임워크,Django ORM,Database Router,Advanced,80,멀티 DB 라우팅,DatabaseRouter class,"Backend,DevOps"
웹 프레임워크,Django ORM,Custom Manager,Advanced,68,커스텀 매니저,models.Manager 상속,"Backend,Fullstack"
웹 프레임워크,Django ORM,Model Meta Options,Intermediate,32,메타 옵션,"ordering, indexes, unique_together","Backend,Fullstack"
웹 프레임워크,Django 템플릿,템플릿 상속,Intermediate,30,extends와 block,"{% extends %}, {% block %}","Backend,Fullstack"
웹 프레임워크,Django 템플릿,커스텀 템플릿 태그,Advanced,72,태그 작성,@register.simple_tag,"Backend,Fullstack"
웹 프레임워크,Django 템플릿,커스텀 필터,Intermediate,35,필터 작성,@register.filter,"Backend,Fullstack"
웹 프레임워크,Django 캐싱,뷰 캐싱,Intermediate,35,데코레이터 캐싱,@cache_page,"Backend,Fullstack"
웹 프레임워크,Django 캐싱,템플릿 fragment 캐싱,Intermediate,32,부분 캐싱,{% cache 500 %},"Backend,Fullstack"
웹 프레임워크,Django 캐싱,Low-level 캐싱,Advanced,68,직접 제어,"cache.set, cache.get","Backend,Fullstack"
웹 프레임워크,Django Middleware,커스텀 미들웨어,Advanced,76,요청/응답 처리,"__call__, process_view","Backend,Fullstack"
웹 프레임워크,Django Management Commands,커스텀 명령어,Intermediate,38,manage.py 확장,"BaseCommand, handle()","Backend,Fullstack"
웹 프레임워크,Django REST Framework Serializer,중첩 직렬화,Advanced,72,Nested serializer,"depth, SerializerMethodField","Backend,Fullstack"
웹 프레임워크,Django REST Framework Serializer,검증 로직,Intermediate,38,validate 메서드,"validate_field, validate","Backend,Fullstack"
웹 프레임워크,Django REST Framework Permissions,커스텀 권한,Advanced,68,권한 클래스,"BasePermission, has_permission","Backend,Security"
웹 프레임워크,Django REST Framework Throttling,요청 제한,Intermediate,35,Throttle 클래스,"AnonRateThrottle, UserRateThrottle","Backend,Fullstack"
웹 프레임워크,Django REST Framework Pagination,페이지네이션,Intermediate,32,커스텀 페이지,PageNumberPagination,"Backend,Fullstack"
웹 프레임워크,Django REST Framework Filtering,필터링,Intermediate,35,django-filter,"FilterSet, filterset_fields","Backend,Fullstack"
웹 프레임워크,FastAPI Dependency,계층적 의존성,Advanced,72,중첩 Depends,"Depends(get_db), Depends(get_user)","Backend,Fullstack"
웹 프레임워크,FastAPI Dependency,제너레이터 의존성,Advanced,76,컨텍스트 관리,yield를 사용한 의존성,"Backend,Fullstack"
웹 프레임워크,FastAPI Dependency,클래스 기반 의존성,Advanced,68,의존성 클래스,__call__ 메서드,"Backend,Fullstack"
웹 프레임워크,FastAPI Pydantic,Field 검증,Intermediate,35,Field constraints,"Field(gt=0, le=100)","Backend,Fullstack"
웹 프레임워크,FastAPI Pydantic,Custom validator,Advanced,68,커스텀 검증,@field_validator,"Backend,Fullstack"
웹 프레임워크,FastAPI Pydantic,Config 설정,Intermediate,32,모델 설정,"model_config, ConfigDict","Backend,Fullstack"
웹 프레임워크,FastAPI Response,다양한 응답 타입,Intermediate,35,Response 모델,"JSONResponse, HTMLResponse, StreamingResponse","Backend,Fullstack"
웹 프레임워크,FastAPI Response,파일 응답,Intermediate,32,파일 다운로드,FileResponse,"Backend,Fullstack"
웹 프레임워크,FastAPI Request,파일 업로드,Intermediate,35,멀티파트,"File, UploadFile","Backend,Fullstack"
웹 프레임워크,FastAPI Request,Form 데이터,Intermediate,30,폼 처리,Form(...),"Backend,Fullstack"
웹 프레임워크,FastAPI Request,Header 파라미터,Intermediate,30,헤더 추출,Header(...),"Backend,Fullstack"
웹 프레임워크,FastAPI Request,Cookie 파라미터,Intermediate,30,쿠키 처리,Cookie(...),"Backend,Fullstack"
웹 프레임워크,FastAPI Background Tasks,백그라운드 작업,Intermediate,38,비동기 작업,BackgroundTasks.add_task,"Backend,Fullstack"
웹 프레임워크,FastAPI Middleware,CORS 미들웨어,Intermediate,32,CORS 설정,CORSMiddleware,"Backend,Fullstack"
웹 프레임워크,FastAPI Security,OAuth2 Password,Advanced,72,OAuth2 흐름,"OAuth2PasswordBearer, OAuth2PasswordRequestForm","Backend,Security"
웹 프레임워크,FastAPI Security,API Key,Intermediate,35,API 키 인증,"APIKeyHeader, APIKeyQuery","Backend,Security"
웹 프레임워크,FastAPI Testing,TestClient,Intermediate,35,엔드포인트 테스트,"TestClient, client.get","Backend,QA"
웹 프레임워크,FastAPI OpenAPI,커스텀 문서,Advanced,68,스키마 커스터마이징,openapi_schema 오버라이드,"Backend,Fullstack"
웹 프레임워크,Flask Blueprint,모듈화,Intermediate,35,블루프린트,Blueprint 등록,"Backend,Fullstack"
웹 프레임워크,Flask Blueprint,URL prefix,Intermediate,32,URL 접두사,url_prefix 설정,"Backend,Fullstack"
웹 프레임워크,Flask Context,Application Context,Advanced,68,앱 컨텍스트,"app_context(), current_app","Backend,Fullstack"
웹 프레임워크,Flask Context,Request Context,Advanced,68,요청 컨텍스트,"request, session, g","Backend,Fullstack"
웹 프레임워크,Flask 에러 처리,에러 핸들러,Intermediate,35,커스텀 에러,@app.errorhandler,"Backend,Fullstack"
웹 프레임워크,Flask 에러 처리,abort,Intermediate,30,에러 발생,abort(404),"Backend,Fullstack"
웹 프레임워크,Flask Signals,이벤트 시그널,Advanced,68,시그널 처리,"before_request, after_request","Backend,Fullstack"
웹 프레임워크,Flask Session,세션 관리,Intermediate,35,세션 사용,session['key'],"Backend,Fullstack"
웹 프레임워크,Flask 파일 업로드,secure_filename,Intermediate,32,안전한 파일명,secure_filename(),"Backend,Security"
데이터베이스,SQLAlchemy Core,Table 정의,Intermediate,32,테이블 스키마,"Table, Column, MetaData","Backend,Data"
데이터베이스,SQLAlchemy Core,Select 문,Intermediate,35,쿼리 빌더,select().where().order_by(),"Backend,Data"
데이터베이스,SQLAlchemy Core,Join,Advanced,64,테이블 조인,select().join(),"Backend,Data"
데이터베이스,SQLAlchemy ORM,relationship,Intermediate,38,관계 정의,"relationship, backref","Backend,Data"
데이터베이스,SQLAlchemy ORM,lazy loading,Advanced,68,지연 로딩 전략,"lazy='select', 'joined', 'subquery'","Backend,Data"
데이터베이스,SQLAlchemy ORM,Session 관리,Advanced,72,세션 라이프사이클,"session.add, commit, rollback","Backend,Data"
데이터베이스,SQLAlchemy ORM,Query API,Intermediate,35,쿼리 작성,"filter, filter_by, all, first","Backend,Data"
데이터베이스,SQLAlchemy ORM,hybrid_property,Advanced,76,하이브리드 속성,@hybrid_property,"Backend,Data"
데이터베이스,SQLAlchemy Migration,Alembic,Intermediate,38,DB 마이그레이션,"alembic revision, upgrade","Backend,DevOps"
데이터 분석,Pandas DataFrame,인덱싱,Intermediate,32,"loc, iloc","df.loc[], df.iloc[]","Data,AI/ML"
데이터 분석,Pandas DataFrame,필터링,Intermediate,32,조건 필터,df[df['col'] > 10],"Data,AI/ML"
데이터 분석,Pandas DataFrame,groupby,Intermediate,38,그룹 집계,df.groupby('col').agg(),"Data,AI/ML"
데이터 분석,Pandas DataFrame,pivot_table,Advanced,68,피벗 테이블,pd.pivot_table(),"Data,AI/ML"
데이터 분석,Pandas DataFrame,merge/join,Intermediate,38,데이터 병합,"pd.merge(), df.join()","Data,AI/ML"
데이터 분석,Pandas DataFrame,concat,Intermediate,32,데이터 결합,pd.concat(),"Data,AI/ML"
데이터 분석,Pandas DataFrame,apply,Intermediate,35,함수 적용,df.apply(lambda x: ...),"Data,AI/ML"
데이터 분석,Pandas DataFrame,map,Intermediate,32,Series 변환,series.map(),"Data,AI/ML"
데이터 분석,Pandas DataFrame,applymap,Intermediate,32,모든 요소 적용,df.applymap(),"Data,AI/ML"
데이터 분석,Pandas 결측치,dropna,Intermediate,30,결측치 제거,df.dropna(),"Data,AI/ML"
데이터 분석,Pandas 결측치,fillna,Intermediate,32,결측치 채우기,df.fillna(),"Data,AI/ML"
데이터 분석,Pandas 결측치,interpolate,Advanced,64,보간,df.interpolate(),"Data,AI/ML"
데이터 분석,Pandas 타입,astype,Intermediate,30,타입 변환,df.astype('category'),"Data,AI/ML"
데이터 분석,Pandas 타입,to_datetime,Intermediate,32,날짜 변환,pd.to_datetime(),"Data,AI/ML"
데이터 분석,Pandas 문자열,str 메서드,Intermediate,32,문자열 처리,df['col'].str.contains(),"Data,AI/ML"
데이터 분석,Pandas 시계열,resample,Advanced,68,리샘플링,df.resample('D').mean(),"Data,AI/ML"
데이터 분석,Pandas 시계열,rolling,Advanced,64,이동 평균,df.rolling(window=3).mean(),"Data,AI/ML"
데이터 분석,Pandas 최적화,category 타입,Advanced,68,메모리 최적화,astype('category'),"Data,AI/ML"
데이터 분석,Pandas 최적화,chunksize,Advanced,72,대용량 처리,pd.read_csv(chunksize=10000),"Data,AI/ML"
데이터 분석,Pandas 최적화,eval/query,Advanced,72,빠른 연산,df.eval('C = A + B'),"Data,AI/ML"
데이터 분석,NumPy 배열,boolean indexing,Intermediate,35,조건 인덱싱,arr[arr > 5],"Data,AI/ML"
데이터 분석,NumPy 배열,fancy indexing,Advanced,64,정수 배열 인덱싱,"arr[[0, 2, 4]]","Data,AI/ML"
데이터 분석,NumPy 배열,reshape,Intermediate,32,형상 변경,"arr.reshape((3, 4))","Data,AI/ML"
데이터 분석,NumPy 배열,broadcasting,Advanced,68,브로드캐스팅,"arr + arr[:, np.newaxis]","Data,AI/ML"
데이터 분석,NumPy 연산,universal functions,Intermediate,35,벡터화 연산,"np.sin, np.exp","Data,AI/ML"
데이터 분석,NumPy 연산,aggregate,Intermediate,35,집계,"np.sum, np.mean, axis","Data,AI/ML"
데이터 분석,NumPy 연산,einsum,Advanced,76,텐서 연산,"np.einsum('ij,jk->ik', A, B)","Data,AI/ML"
데이터 분석,NumPy 선형대수,dot product,Intermediate,35,내적,"np.dot, @","Data,AI/ML"
데이터 분석,NumPy 선형대수,matrix operations,Advanced,68,행렬 연산,"np.linalg.inv, np.linalg.eig","Data,AI/ML"
AI/ML,PyTorch Tensor,생성,Intermediate,32,텐서 생성,"torch.tensor, torch.zeros, torch.randn",AI/ML
AI/ML,PyTorch Tensor,연산,Intermediate,35,텐서 연산,"add, mul, matmul",AI/ML
AI/ML,PyTorch Tensor,device,Intermediate,38,GPU 사용,"tensor.to('cuda'), tensor.cuda()",AI/ML
AI/ML,PyTorch Autograd,backward,Advanced,68,역전파,loss.backward(),AI/ML
AI/ML,PyTorch Autograd,gradient,Advanced,64,그래디언트,"tensor.grad, torch.autograd.grad",AI/ML
AI/ML,PyTorch nn.Module,forward,Intermediate,38,순전파,"def forward(self, x):",AI/ML
AI/ML,PyTorch nn.Module,layers,Intermediate,35,레이어,"nn.Linear, nn.Conv2d, nn.ReLU",AI/ML
AI/ML,PyTorch nn.Module,parameters,Advanced,64,파라미터 관리,"model.parameters(), named_parameters",AI/ML
AI/ML,PyTorch Optimizer,SGD,Intermediate,35,최적화,"optim.SGD(params, lr)",AI/ML
AI/ML,PyTorch Optimizer,Adam,Intermediate,35,Adam 옵티마이저,optim.Adam(params),AI/ML
AI/ML,PyTorch Optimizer,step,Intermediate,35,가중치 업데이트,"optimizer.step(), optimizer.zero_grad()",AI/ML
AI/ML,PyTorch DataLoader,Dataset,Intermediate,38,데이터셋 클래스,torch.utils.data.Dataset,AI/ML
AI/ML,PyTorch DataLoader,DataLoader,Intermediate,38,배치 로딩,"DataLoader(dataset, batch_size)",AI/ML
AI/ML,PyTorch 저장/로드,save,Intermediate,32,모델 저장,torch.save(model.state_dict()),AI/ML
AI/ML,PyTorch 저장/로드,load,Intermediate,32,모델 로드,model.load_state_dict(torch.load()),AI/ML
AI/ML,PyTorch 분산,DistributedDataParallel,Advanced,80,분산 학습,"DDP, dist.init_process_group","AI/ML,DevOps"
AI/ML,PyTorch JIT,torch.jit.script,Advanced,76,JIT 컴파일,@torch.jit.script,AI/ML
AI/ML,sklearn 전처리,StandardScaler,Intermediate,32,표준화,StandardScaler().fit_transform(),"AI/ML,Data"
AI/ML,sklearn 전처리,MinMaxScaler,Intermediate,32,정규화,MinMaxScaler(),"AI/ML,Data"
AI/ML,sklearn 전처리,LabelEncoder,Intermediate,30,레이블 인코딩,LabelEncoder().fit_transform(),"AI/ML,Data"
AI/ML,sklearn 전처리,OneHotEncoder,Intermediate,35,원핫 인코딩,OneHotEncoder(),"AI/ML,Data"
AI/ML,sklearn 전처리,PolynomialFeatures,Advanced,64,다항 특징,PolynomialFeatures(degree=2),AI/ML
AI/ML,sklearn 모델,LinearRegression,Intermediate,32,선형 회귀,"LinearRegression().fit(X, y)","AI/ML,Data"
AI/ML,sklearn 모델,LogisticRegression,Intermediate,35,로지스틱 회귀,LogisticRegression(),"AI/ML,Data"
AI/ML,sklearn 모델,RandomForest,Intermediate,38,랜덤 포레스트,RandomForestClassifier(),"AI/ML,Data"
AI/ML,sklearn 모델,SVM,Advanced,64,서포트 벡터 머신,SVC(kernel='rbf'),AI/ML
AI/ML,sklearn 모델,KMeans,Intermediate,35,K-평균 군집화,KMeans(n_clusters=3),"AI/ML,Data"
AI/ML,sklearn Pipeline,Pipeline,Advanced,68,파이프라인,Pipeline(steps=[...]),AI/ML
AI/ML,sklearn Pipeline,ColumnTransformer,Advanced,72,컬럼별 변환,ColumnTransformer(transformers),AI/ML
AI/ML,sklearn 평가,cross_val_score,Intermediate,38,교차 검증,"cross_val_score(model, X, y, cv=5)","AI/ML,QA"
AI/ML,sklearn 평가,GridSearchCV,Advanced,68,하이퍼파라미터 탐색,"GridSearchCV(estimator, param_grid)",AI/ML
AI/ML,sklearn 평가,confusion_matrix,Intermediate,35,혼동 행렬,"confusion_matrix(y_true, y_pred)","AI/ML,QA"
AI/ML,sklearn 평가,classification_report,Intermediate,35,분류 리포트,classification_report(),"AI/ML,QA"
네트워킹,requests 기본,GET 요청,Basic,12,GET,requests.get(url),All
네트워킹,requests 기본,POST 요청,Basic,12,POST,"requests.post(url, data={})",All
네트워킹,requests 고급,Session,Intermediate,32,세션 유지,requests.Session(),"Backend,All"
네트워킹,requests 고급,Headers,Intermediate,30,헤더 설정,headers={'User-Agent': ...},"Backend,All"
네트워킹,requests 고급,Timeout,Intermediate,30,타임아웃,"requests.get(url, timeout=5)","Backend,All"
네트워킹,requests 고급,Retry,Advanced,64,재시도,HTTPAdapter(max_retries=3),All
네트워킹,requests 고급,Authentication,Intermediate,35,인증,"auth=('user', 'pass'), HTTPBasicAuth","Backend,Security"
네트워킹,requests 고급,SSL 검증,Intermediate,32,인증서 검증,"verify=False, cert=('client.cert', 'client.key')","Backend,Security"
네트워킹,requests 고급,Streaming,Advanced,68,스트리밍,"stream=True, iter_content()",All
비동기,asyncio 기본,coroutine,Intermediate,35,코루틴,"async def, await",Backend
비동기,asyncio 기본,asyncio.run,Intermediate,32,이벤트 루프,asyncio.run(main()),Backend
비동기,asyncio Task,create_task,Intermediate,38,태스크 생성,asyncio.create_task(coro),Backend
비동기,asyncio Task,gather,Advanced,64,병렬 실행,asyncio.gather(*tasks),Backend
비동기,asyncio Task,wait,Advanced,68,태스크 대기,"asyncio.wait(tasks, return_when)",Backend
비동기,asyncio Task,TaskGroup,Advanced,72,태스크 그룹,async with asyncio.TaskGroup(),Backend
비동기,asyncio 동기화,Lock,Advanced,64,락,asyncio.Lock(),Backend
비동기,asyncio 동기화,Semaphore,Advanced,68,세마포어,asyncio.Semaphore(10),Backend
비동기,asyncio 동기화,Event,Advanced,64,이벤트,asyncio.Event(),Backend
비동기,asyncio 동기화,Queue,Advanced,68,큐,asyncio.Queue(),Backend
비동기,asyncio Timeout,wait_for,Intermediate,35,타임아웃,"asyncio.wait_for(coro, timeout)",Backend
비동기,asyncio Timeout,timeout,Advanced,64,컨텍스트 타임아웃,async with asyncio.timeout(10):,Backend
컨테이너,Dockerfile,FROM,Basic,9,베이스 이미지,FROM python:3.11,"DevOps,All"
컨테이너,Dockerfile,RUN,Basic,10,명령 실행,RUN pip install,"DevOps,All"
컨테이너,Dockerfile,COPY/ADD,Basic,10,파일 복사,COPY . /app,"DevOps,All"
컨테이너,Dockerfile,WORKDIR,Basic,9,작업 디렉토리,WORKDIR /app,"DevOps,All"
컨테이너,Dockerfile,ENV,Basic,10,환경 변수,ENV PATH=/app:$PATH,"DevOps,All"
컨테이너,Dockerfile,EXPOSE,Basic,9,포트 노출,EXPOSE 8000,"DevOps,All"
컨테이너,Dockerfile,CMD/ENTRYPOINT,Intermediate,30,실행 명령,"CMD ['python', 'app.py']","DevOps,All"
컨테이너,Dockerfile,Multi-stage build,Advanced,68,멀티 스테이지,FROM ... AS builder,DevOps
컨테이너,Dockerfile,ARG,Intermediate,30,빌드 인자,ARG VERSION=1.0,DevOps
컨테이너,Dockerfile,HEALTHCHECK,Advanced,60,헬스 체크,HEALTHCHECK CMD curl,DevOps
컨테이너,Docker CLI,build,Intermediate,30,이미지 빌드,docker build -t app .,"DevOps,All"
컨테이너,Docker CLI,run,Intermediate,30,컨테이너 실행,docker run -p 8000:8000,"DevOps,All"
컨테이너,Docker CLI,exec,Intermediate,30,컨테이너 명령,docker exec -it container bash,"DevOps,All"
컨테이너,Docker CLI,logs,Intermediate,28,로그 확인,docker logs -f container,"DevOps,All"
컨테이너,Docker CLI,volumes,Advanced,60,볼륨 관리,docker volume create,DevOps
컨테이너,Docker CLI,networks,Advanced,64,네트워크,docker network create,DevOps
컨테이너,Docker Compose,services,Intermediate,35,서비스 정의,services: app: image:,DevOps
컨테이너,Docker Compose,volumes,Intermediate,32,볼륨 마운트,volumes: - ./data:/data,DevOps
컨테이너,Docker Compose,depends_on,Intermediate,32,의존성,depends_on: - db,DevOps
컨테이너,Docker Compose,environment,Intermediate,30,환경 변수,environment: VAR=value,DevOps
테스트,pytest 기본,test 함수,Basic,12,테스트 작성,def test_func(): assert ...,"All,QA"
테스트,pytest 기본,assert,Basic,12,검증,assert result == expected,"All,QA"
테스트,pytest fixture,함수 픽스처,Intermediate,32,테스트 셋업,@pytest.fixture,"All,QA"
테스트,pytest fixture,scope,Advanced,64,픽스처 범위,scope='session',"All,QA"
테스트,pytest fixture,autouse,Advanced,60,자동 사용,autouse=True,"All,QA"
테스트,pytest parametrize,단일 파라미터,Intermediate,35,여러 케이스,"@pytest.mark.parametrize('x', [1,2,3])","All,QA"
테스트,pytest parametrize,다중 파라미터,Advanced,64,조합 테스트,"@pytest.mark.parametrize('x,y', [(1,2), (3,4)])","All,QA"
테스트,pytest markers,skip,Intermediate,30,테스트 스킵,@pytest.mark.skip,"All,QA"
테스트,pytest markers,skipif,Intermediate,32,조건부 스킵,@pytest.mark.skipif(condition),"All,QA"
테스트,pytest markers,xfail,Intermediate,30,예상 실패,@pytest.mark.xfail,"All,QA"
테스트,pytest markers,커스텀 마커,Advanced,64,사용자 마커,pytest.ini markers,"All,QA"
테스트,pytest monkeypatch,setattr,Intermediate,35,속성 패치,"monkeypatch.setattr(obj, 'attr', value)","Backend,QA"
테스트,pytest monkeypatch,setenv,Intermediate,32,환경 변수,"monkeypatch.setenv('KEY', 'value')","Backend,QA"
테스트,pytest caplog,로그 캡처,Intermediate,32,로그 테스트,"caplog.text, caplog.records","All,QA"
테스트,pytest capsys,출력 캡처,Intermediate,32,stdout 테스트,capsys.readouterr(),"All,QA"
테스트,pytest tmpdir,임시 디렉토리,Intermediate,32,파일 테스트,tmpdir fixture,"All,QA"
버전 관리,git 기본,init,Basic,8,저장소 초기화,git init,All
버전 관리,git 기본,clone,Basic,9,저장소 복제,git clone url,All
버전 관리,git 기본,add,Basic,9,스테이징,git add file,All
버전 관리,git 기본,commit,Basic,10,커밋,git commit -m 'msg',All
버전 관리,git 기본,push,Basic,10,원격 푸시,git push origin main,All
버전 관리,git 기본,pull,Basic,10,원격 가져오기,git pull,All
버전 관리,git 브랜치,branch,Intermediate,28,브랜치 생성,git branch feature,All
버전 관리,git 브랜치,checkout,Intermediate,28,브랜치 전환,git checkout branch,All
버전 관리,git 브랜치,switch,Intermediate,28,브랜치 전환 (신),git switch branch,All
버전 관리,git 브랜치,merge,Intermediate,32,브랜치 병합,git merge feature,All
버전 관리,git 브랜치,rebase,Advanced,64,리베이스,git rebase main,All
버전 관리,git 고급,cherry-pick,Advanced,64,커밋 선택,git cherry-pick hash,All
버전 관리,git 고급,stash,Intermediate,32,임시 저장,"git stash, git stash pop",All
버전 관리,git 고급,reset,Advanced,60,커밋 되돌리기,git reset --hard HEAD~1,All
버전 관리,git 고급,revert,Intermediate,35,커밋 취소,git revert hash,All
버전 관리,git 고급,reflog,Advanced,68,참조 로그,git reflog,All
버전 관리,git 고급,bisect,Advanced,72,이진 탐색,git bisect start,All
버전 관리,git 고급,submodule,Advanced,68,서브모듈,git submodule add,All
버전 관리,git 고급,worktree,Advanced,72,작업 트리,git worktree add,All
머신러닝 및 딥러닝,전통 ML,XGBoost,Intermediate,35,fit/predict 기본 사용,"XGBClassifier().fit(X, y)","AI/ML,Data"
머신러닝 및 딥러닝,전통 ML,XGBoost,Advanced,76,조기종료 + 피처 중요도,"early_stopping_rounds, feature_importances_",AI/ML
머신러닝 및 딥러닝,전통 ML,LightGBM,Intermediate,35,기본 학습,lgb.LGBMClassifier(),"AI/ML,Data"
머신러닝 및 딥러닝,전통 ML,LightGBM,Advanced,76,하이퍼파라미터 튜닝,"num_leaves, learning_rate 최적화",AI/ML
머신러닝 및 딥러닝,전통 ML,CatBoost,Intermediate,35,범주형 변수 처리,CatBoostClassifier(cat_features),"AI/ML,Data"
머신러닝 및 딥러닝,전통 ML,CatBoost,Advanced,76,커스텀 손실 함수,custom loss function,AI/ML
머신러닝 및 딥러닝,LLM 오케스트레이션,LangGraph,Intermediate,38,기본 그래프 빌드,"StateGraph, add_node","AI/ML,Backend"
머신러닝 및 딥러닝,LLM 오케스트레이션,LangGraph,Advanced,80,복잡한 워크플로우,"conditional edges, checkpoints",AI/ML
머신러닝 및 딥러닝,LLM 오케스트레이션,CrewAI,Intermediate,38,멀티 에이전트 시스템,"Agent, Task, Crew","AI/ML,Backend"
머신러닝 및 딥러닝,LLM 오케스트레이션,CrewAI,Advanced,80,협업 에이전트,"agent collaboration, delegation",AI/ML
머신러닝 및 딥러닝,Generative AI,Diffusers,Intermediate,38,Stable Diffusion 사용,StableDiffusionPipeline,AI/ML
머신러닝 및 딥러닝,Generative AI,Diffusers,Advanced,80,ControlNet + 파인튜닝,"ControlNetModel, Lora",AI/ML
AI/ML,MLOps,BentoML,Intermediate,38,모델 서빙,@bentoml.service decorator,"AI/ML,DevOps"
AI/ML,MLOps,BentoML,Advanced,80,Bento 배포 + 최적화,"bentoml build, containerize","AI/ML,DevOps"
AI/ML,MLOps,TorchServe,Intermediate,38,PyTorch 모델 서빙,torch-model-archiver,"AI/ML,DevOps"
AI/ML,MLOps,TorchServe,Advanced,80,배치 처리 + 스케일링,"batch inference, multi-model","AI/ML,DevOps"
AI/ML,MLOps,Feast,Intermediate,40,Feature Store 기본,"FeatureStore, apply","AI/ML,Data"
AI/ML,MLOps,Feast,Advanced,80,실시간 피처 제공,"online store, feature materialization","AI/ML,Data"
데이터 저장,Vector DB,Qdrant,Intermediate,35,벡터 검색,"QdrantClient, search","AI/ML,Backend"
데이터 저장,Vector DB,Qdrant,Advanced,76,필터링 + 하이브리드 검색,"payload filtering, hybrid search","AI/ML,Backend"
데이터 저장,Vector DB,Pinecone,Intermediate,35,벡터 인덱싱,"Index.upsert, query","AI/ML,Backend"
데이터 저장,Vector DB,Pinecone,Advanced,76,메타데이터 필터 + 스케일링,"metadata filtering, namespace","AI/ML,Backend"
데이터 처리 최적화,임베디드 DB,DuckDB,Basic,10,기본 쿼리,"duckdb.connect(), execute","Data,AI/ML"
데이터 처리 최적화,임베디드 DB,DuckDB,Intermediate,35,Pandas 통합,duckdb.query_df(),"Data,AI/ML"
데이터 처리 최적화,임베디드 DB,DuckDB,Advanced,76,Parquet + Arrow 최적화,"read_parquet, arrow integration",Data
데이터 저장,OLAP,ClickHouse,Intermediate,38,컬럼형 쿼리,clickhouse-driver,"Data,Backend"
데이터 저장,OLAP,ClickHouse,Advanced,80,분산 테이블 + 최적화,"Distributed table, MergeTree","Data,DevOps"
추가 프레임워크 및 라이브러리,작업 스케줄링,Dramatiq,Intermediate,32,태스크 큐,@dramatiq.actor decorator,Backend
추가 프레임워크 및 라이브러리,작업 스케줄링,Dramatiq,Advanced,72,재시도 + 미들웨어,"Retries, custom middleware",Backend
DevOps,Service Mesh,Istio,Advanced,76,트래픽 관리,"VirtualService, DestinationRule",DevOps
DevOps,Service Mesh,Linkerd,Advanced,72,경량 서비스 메시,"linkerd inject, traffic split",DevOps
API & 통신,API Gateway,Kong,Intermediate,35,라우팅 + 플러그인,"Routes, Services, Plugins","Backend,DevOps"
API & 통신,API Gateway,Kong,Advanced,76,커스텀 플러그인,Lua custom plugin,"Backend,DevOps"
API & 통신,API Gateway,Tyk,Intermediate,35,API 관리,"API definitions, policies","Backend,DevOps"
API & 통신,GraphQL,Hasura,Intermediate,38,즉시 GraphQL API,"Hasura console, relationships","Backend,Fullstack"
API & 통신,GraphQL,Hasura,Advanced,80,실시간 구독 + 권한,"subscriptions, role-based access","Backend,Fullstack"
클라우드 및 배포,IaC,Pulumi,Intermediate,38,파이썬으로 IaC,"pulumi.Config, pulumi up",DevOps
클라우드 및 배포,IaC,Pulumi,Advanced,80,복잡한 리소스 관리,"ComponentResource, Stack references",DevOps
인프라,자동화,Chef,Intermediate,32,Cookbook 작성,"Recipe, Resources",DevOps
인프라,자동화,Chef,Advanced,72,복잡한 구성 관리,"Chef InSpec, Test Kitchen",DevOps
인프라,자동화,Puppet,Intermediate,32,Manifest 작성,"puppet apply, modules",DevOps
인프라,자동화,Puppet,Advanced,72,Hiera + Orchestration,"Hiera data, Puppet orchestrator",DevOps
DevOps,서비스 디스커버리,Consul,Intermediate,35,서비스 등록/발견,"consul agent, service registration","DevOps,Backend"
DevOps,서비스 디스커버리,Consul,Advanced,76,KV Store + Service Mesh,"consul kv, connect",DevOps
DevOps,Monitoring,Loki,Intermediate,35,로그 집계,LogQL queries,"DevOps,Backend"
DevOps,Monitoring,Loki,Advanced,76,분산 로그 + 알림,"promtail, alerting rules",DevOps
데이터 엔지니어링,CDC,Debezium,Intermediate,40,변경 데이터 캡처,Debezium connector,"Data,Backend"
데이터 엔지니어링,CDC,Debezium,Advanced,80,복잡한 파이프라인,"transformations, Kafka Connect","Data,DevOps"
메시지 큐 및 스트리밍,스트림 처리,Flink,Intermediate,40,DataStream API,StreamExecutionEnvironment,"Data,Backend"
메시지 큐 및 스트리밍,스트림 처리,Flink,Advanced,80,Stateful 처리,"state management, checkpoints",Data
개발 도구,빌드 자동화,Makefile,Basic,9,기본 타겟,"make, targets, phony",All
개발 도구,빌드 자동화,Makefile,Intermediate,30,변수 + 패턴,"variables, pattern rules","All,DevOps"
개발 도구,빌드 자동화,Makefile,Advanced,68,복잡한 빌드 시스템,"automatic variables, includes",DevOps
데이터 저장,Time-Series DB,TimescaleDB,Intermediate,35,Hypertable 생성,"CREATE HYPERTABLE, time_bucket","Data,Backend"
데이터 저장,Time-Series DB,TimescaleDB,Advanced,76,연속 집계 + 압축,"continuous aggregates, compression","Data,DevOps"
데이터 엔지니어링,Data Lake,Apache Iceberg,Intermediate,40,Table format,"Iceberg tables, schema evolution",Data
데이터 엔지니어링,Data Lake,Apache Iceberg,Advanced,80,Time travel + 파티션,"snapshot isolation, hidden partitioning",Data
데이터 엔지니어링,Data Lake,Apache Hudi,Intermediate,40,Upserts + Incremental,"COW/MOR tables, incremental queries",Data
데이터 엔지니어링,Data Lake,Apache Hudi,Advanced,80,복잡한 CDC,"DeltaStreamer, clustering",Data
